"Primary_key","Working_hours","JOB_CONDITION","JOB_CATEGORY","economic_sector","Employee_count","WORK_DESCRIPTION","Emolument","Company_category","Job_dep","Terms_of_emp"
75978,283,"C","A","CA","tr_2","636d",2101,"ct_9","75","APP"
75986,1699,"P","O","QB","tr_3","563b",17101,"ct_8","76","CDI"
75994,1664,"C","O","PZ","tr_3","424a",31820,"ct_9","76","CDI"
76007,1820,"C","O","KZ","tr_3","376e",45851,"ct_8","76","CDI"
76011,910,"P","O","NZ","tr_6","684a",7683,"ct_9","59","CDI"
76013,1190,"C","O","HZ","tr_4","641b",16311,"ct_9","76","CDI"
76020,1771,"C","O","FZ","tr_5","382c",42676,"ct_9","76","CDI"
76023,938,"C","O","NZ","tr_4","652a",10528,"ct_8","76","CDD"
76025,1488,"P","O","PZ","tr_5","422a",19569,"ct_1","76","CDD"
76026,316,"P","O","HZ","tr_3","641b",3149,"ct_9","76","CDI"
76030,1813,"C","O","GZ","tr_6","374a",23554,"ct_9","76","CDI"
76034,528,"C","O","CC","tr_0","626c",5917,"ct_9","76","CDI"
76040,1949,"C","O","CM","tr_3","623e",28487,"ct_9","76","CDI"
76051,1822,"C","X","QB","tr_4","526d",15460,"ct_8","76","CDD"
76054,1574,"C","O","GZ","tr_6","554a",17704,"ct_9","76","CDD"
76063,1431,"C","O","CM","tr_2","623e",18764,"ct_9","76","CDD"
76072,1370,"C","A","FZ","tr_2","681b",10050,"ct_9","76","APP"
76081,1792,"C","O","CE","tr_6","461f",49765,"ct_9","76","CDI"
76082,1719,"C","A","KZ","tr_5","467c",24245,"ct_9","79","APP"
76085,371,"C","O","GZ","tr_2","554a",3610,"ct_9","76","CDD"
76086,174,"P","O","QB","tr_3","542a",2435,"ct_8","76","CDI"
76090,1917,"C","O","GZ","tr_3","551a",16766,"ct_9","76","CDI"
76096,1842,"C","O","GZ","tr_2","551a",17923,"ct_9","76","CDI"
76099,825,"C","O","GZ","tr_0","463e",7531,"ct_9","76","CDI"
76120,1796,"C","O","HZ","tr_6","641b",30750,"ct_9","76","CDI"
76127,1820,"C","O","CK","tr_6","543g",32804,"ct_9","76","CDI"
76156,1911,"C","O","CL","tr_6","673c",21234,"ct_9","76","CDI"
76168,1817,"C","O","GZ","tr_1","433d",14524,"ct_9","76","CDI"
76170,1345,"C","O","CB","tr_6","675a",15536,"ct_9","76","CDI"
76172,1491,"C","O","GZ","tr_1","543b",15882,"ct_9","76","CDI"
76185,416,"C","O","PZ","tr_2","684a",3806,"ct_8","76","CDD"
76196,1824,"C","O","QB","tr_4","525d",22126,"ct_8","76","CDI"
76205,1660,"C","O","FZ","tr_4","681b",18101,"ct_9","76","CDI"
76213,1820,"P","O","QB","tr_1","434d",22000,"ct_8","77","CDI"
76219,1638,"P","O","QA","tr_6","344a",63049,"ct_3","77","CDI"
76220,1049,"C","O","RZ","tr_5","543g",5397,"ct_9","95","CDD"
76227,1551,"C","A","SZ","tr_1","542a",11424,"ct_8","75","APP"
76228,228,"P","O","IZ","tr_1","561d",2428,"ct_9","77","CDI"
76244,1820,"C","O","OZ","tr_6","332a",34012,"ct_1","16","TOA"
76247,1817,"C","O","NZ","tr_1","461f",19553,"ct_9","75","CDI"
76248,1456,"P","O","QB","tr_4","434d",17354,"ct_8","94","CDI"
76249,1456,"P","O","QA","tr_6","431f",45049,"ct_9","91","CDI"
76250,461,"P","O","OZ","tr_6","525c",5018,"ct_2","77","CDI"
76256,1868,"C","O","JC","tr_3","387e",48774,"ct_9","93","CDI"
76262,1761,"C","O","GZ","tr_1","433d",22049,"ct_6","77","CDI"
76265,801,"P","O","QB","tr_4","424a",13518,"ct_8","77","CDI"
76267,1344,"P","O","JA","tr_4","388a",24575,"ct_9","75","CDI"
76274,1283,"C","O","IZ","tr_2","561b",19923,"ct_9","77","CDI"
76296,1824,"C","O","OZ","tr_6","483a",28582,"ct_1","75","AUT"
76302,1913,"C","O","NZ","tr_6","534a",38186,"ct_9","91","CDI"
76306,1820,"C","O","GZ","tr_6","542a",21219,"ct_9","77","CDI"
76308,1652,"C","O","NZ","tr_6","534a",19603,"ct_9","93","CDI"
76313,1800,"C","O","JC","tr_3","479b",32321,"ct_9","75","CDI"
76318,1820,"C","O","OZ","tr_3","531a",18877,"ct_1","77","AUT"
76319,805,"C","O","RZ","tr_2","462e",16708,"ct_9","77","CDI"
76323,1719,"C","O","GZ","tr_1","543c",22030,"ct_9","77","CDI"
76324,968,"C","O","HZ","tr_6","382c",28869,"ct_9","95","CDI"
76330,1504,"C","O","JA","tr_2","423b",31616,"ct_9","75","CDI"
76331,1829,"C","O","HZ","tr_3","333c",46174,"ct_9","77","CDI"
76336,1752,"C","O","HZ","tr_2","641a",20113,"ct_9","93","CDI"
76339,430,"C","O","IZ","tr_1","561d",5158,"ct_9","77","CDD"
76350,274,"C","O","RZ","tr_1","542a",2466,"ct_9","93","CDI"
76351,1796,"C","O","PZ","tr_4","422c",21937,"ct_8","93","CDI"
76354,2079,"C","O","HZ","tr_6","654b",32841,"ct_5","75","CDI"
76355,679,"P","O","FZ","tr_1","632a",2325,"ct_6","77","CDI"
76362,746,"C","O","CC","tr_5","675c",19724,"ct_9","77","CDI"
76366,1016,"C","O","QB","tr_2","526c",11404,"ct_9","77","CDI"
76367,2319,"C","O","NZ","tr_6","534a",18928,"ct_9","92","CDI"
76371,1938,"C","O","QA","tr_1","526e",17833,"ct_9","77","CDI"
76374,1906,"C","O","QB","tr_3","526d",24443,"ct_8","77","CDI"
76376,1820,"C","O","QB","tr_5","434d",24327,"ct_8","77","CDI"
76384,1298,"C","O","GZ","tr_5","552a",19336,"ct_9","75","CDI"
76386,1640,"C","O","FZ","tr_1","632f",17986,"ct_9","77","CDI"
76391,273,"P","O","QB","tr_2","526c",2246,"ct_9","93","CDI"
76399,1722,"C","O","FZ","tr_3","633a",29496,"ct_9","93","CDI"
76413,1494,"C","A","GZ","tr_4","682a",13277,"ct_9","77","APP"
76423,1445,"P","O","QB","tr_2","461c",16443,"ct_8","77","CDI"
76433,1470,"C","O","GZ","tr_4","465a",34581,"ct_9","92","CDI"
76447,858,"C","O","IZ","tr_2","561c",11625,"ct_9","77","CDD"
76449,1185,"C","A","FZ","tr_5","682a",8673,"ct_9","77","APP"
76451,1664,"C","O","KZ","tr_1","526b",22428,"ct_9","77","CDI"
76464,1825,"C","O","HZ","tr_3","333c",34102,"ct_9","77","CDI"
76468,1938,"C","O","GZ","tr_5","636a",21258,"ct_9","77","CDI"
76472,1834,"C","O","NZ","tr_0","372c",41388,"ct_8","91","CDI"
76473,1830,"C","O","GZ","tr_1","462b",25155,"ct_9","77","CDI"
76481,1519,"C","O","IZ","tr_4","387e",35862,"ct_9","75","CDI"
76490,999,"P","O","IZ","tr_2","561e",8263,"ct_9","75","CDI"
76496,1824,"C","O","HZ","tr_6","388c",61279,"ct_5","93","CDI"
76497,1499,"C","O","GZ","tr_2","461b",21503,"ct_9","75","CDI"
76498,1912,"C","O","HZ","tr_6","521a",23060,"ct_9","93","CDI"
76500,1924,"C","O","GZ","tr_4","461d",20184,"ct_9","77","CDI"
76501,1820,"C","O","KZ","tr_2","372b",50169,"ct_9","77","CDI"
76503,1545,"C","O","CM","tr_5","487b",22207,"ct_9","77","CDI"
76504,1281,"C","O","PZ","tr_1","423a",12621,"ct_9","77","CDI"
76509,1301,"C","O","KZ","tr_6","376e",54303,"ct_9","94","CDI"
76512,1819,"C","O","QA","tr_6","526a",33166,"ct_3","77","AUT"
76525,1807,"C","O","GZ","tr_2","634a",26449,"ct_9","77","CDI"
76535,1845,"C","O","QA","tr_6","451h",19374,"ct_3","93","CDI"
76536,1559,"C","O","OZ","tr_6","621f",17595,"ct_2","93","CDD"
76550,1526,"C","O","CJ","tr_2","462e",20153,"ct_9","77","CDI"
76551,1488,"C","O","KZ","tr_6","467a",31174,"ct_9","94","CDI"
76553,1102,"C","O","RZ","tr_6","543g",15516,"ct_9","77","CDI"
76555,1825,"C","O","QB","tr_3","525d",24865,"ct_8","77","CDI"
76557,1646,"C","O","CL","tr_6","385a",50466,"ct_9","77","CDI"
76560,1076,"C","O","CL","tr_3","462c",16641,"ct_9","77","CDI"
76565,1820,"C","O","QB","tr_5","636d",23732,"ct_8","77","CDI"
76567,563,"N","O","QB","tr_0","563a",2963,"ct_7","77","CDI"
76568,1720,"C","O","QA","tr_2","542a",17665,"ct_9","77","CDI"
76584,1820,"C","O","PZ","tr_6","333e",28833,"ct_1","77","CDI"
76585,1844,"C","O","CE","tr_5","461d",30723,"ct_9","75","CDI"
76588,1733,"C","O","FZ","tr_5","333e",39843,"ct_5","77","CDI"
76590,2044,"C","O","OZ","tr_5","376f",36674,"ct_8","93","CDI"
76600,766,"C","O","NZ","tr_2","676c",6762,"ct_9","59","TTP"
76602,1820,"P","O","HZ","tr_3","477c",29226,"ct_9","77","CDI"
76607,1820,"C","O","QA","tr_6","344a",58084,"ct_3","77","CDI"
76610,1134,"C","O","IZ","tr_1","561c",10974,"ct_9","77","CDI"
76618,1163,"P","O","PZ","tr_1","542a",8248,"ct_6","77","CDI"
76621,1697,"C","O","QB","tr_4","526a",13477,"ct_9","77","CDI"
76622,1532,"C","O","NZ","tr_4","462e",18425,"ct_9","94","CDI"
76631,1904,"C","O","HZ","tr_6","466a",36094,"ct_5","92","CDI"
76634,2179,"C","O","NZ","tr_1","691e",20504,"ct_8","77","CDI"
76636,1267,"C","O","RZ","tr_6","373b",29899,"ct_9","77","CDI"
76638,1232,"C","O","GZ","tr_3","551a",11806,"ct_9","77","CDI"
76642,1744,"C","O","GZ","tr_1","462b",26703,"ct_9","93","CDI"
76644,1887,"C","O","QA","tr_4","431d",31263,"ct_9","77","CDI"
76645,1926,"C","O","QB","tr_3","526d",20988,"ct_8","77","CDI"
76652,1348,"C","O","JC","tr_6","388a",25763,"ct_9","92","CDI"
76654,1820,"C","O","PZ","tr_4","422b",34581,"ct_8","77","CDI"
76656,1926,"C","O","GZ","tr_4","551a",17722,"ct_9","77","CDI"
76657,1820,"C","O","CJ","tr_5","477b",31541,"ct_9","45","CDI"
76660,807,"P","O","PZ","tr_3","422e",7251,"ct_8","77","CDI"
76664,1735,"C","O","QB","tr_4","525d",20710,"ct_9","75","CDI"
76666,919,"C","O","CE","tr_4","479b",34786,"ct_9","77","CDI"
76667,1820,"C","O","OZ","tr_5","523c",22265,"ct_2","77","AUT"
76674,1824,"C","O","HZ","tr_6","478b",53234,"ct_5","93","CDI"
76680,1771,"C","O","DZ","tr_6","477a",48480,"ct_9","77","CDI"
76683,1456,"P","O","QB","tr_4","526a",13433,"ct_3","77","CDI"
76689,2387,"C","O","NZ","tr_2","676e",27880,"ct_9","93","TTP"
76699,2132,"C","O","HZ","tr_6","655a",29971,"ct_5","92","CDI"
76700,1916,"C","O","FZ","tr_6","477c",25444,"ct_9","92","CDI"
76706,1659,"C","O","FZ","tr_3","632e",11038,"ct_9","51","CDI"
76714,2017,"C","O","GZ","tr_6","463b",50942,"ct_9","92","CDI"
76718,2930,"N","O","QB","tr_1","563a",9293,"ct_7","77","CDI"
76720,1531,"C","O","GZ","tr_3","554h",14313,"ct_9","77","CDI"
76721,2263,"C","O","QA","tr_5","431d",47209,"ct_9","77","CDI"
76723,1550,"C","O","FZ","tr_6","478d",20404,"ct_9","77","CDI"
76728,1626,"P","O","QA","tr_6","333f",35097,"ct_3","77","CDI"
76730,617,"N","O","NZ","tr_2","676a",7921,"ct_9","77","TTP"
76746,1820,"C","O","FZ","tr_1","632g",20962,"ct_6","77","CDI"
76752,439,"C","O","GZ","tr_5","543f",7434,"ct_9","75","CDI"
76753,1872,"C","O","CM","tr_6","431f",38490,"ct_9","89","CDI"
76759,1852,"C","O","KZ","tr_6","467b",35636,"ct_9","92","CDI"
76760,1166,"C","O","HZ","tr_6","466a",22893,"ct_9","77","CDI"
76765,1859,"C","O","HZ","tr_4","676d",21593,"ct_9","91","CDI"
76766,1859,"C","O","FZ","tr_1","542a",24253,"ct_9","77","CDI"
76770,1820,"C","O","OZ","tr_6","524c",16447,"ct_2","93","CDD"
76775,1722,"C","O","FZ","tr_1","477b",18479,"ct_9","91","CDI"
76776,1818,"C","O","JC","tr_6","388a",28163,"ct_9","92","CDI"
76777,1744,"C","O","NZ","tr_5","534a",21385,"ct_9","92","CDI"
76787,1564,"C","O","MA","tr_1","542a",26148,"ct_9","77","CDI"
76788,792,"P","O","OZ","tr_6","461b",10616,"ct_8","94","CDI"
76789,588,"C","O","GZ","tr_2","487a",10587,"ct_9","91","CDI"
76790,1803,"C","O","JA","tr_6","353c",37497,"ct_5","94","CDI"
76791,1427,"C","A","CA","tr_1","683a",7164,"ct_9","77","APP"
76793,1909,"C","O","HZ","tr_5","653a",22024,"ct_9","77","CDI"
76796,1689,"N","O","TZ","tr_1","563b",25384,"ct_7","92","CDI"
76800,155,"C","O","HZ","tr_5","652a",4043,"ct_9","91","CDI"
76804,1456,"C","O","MA","tr_1","373d",50483,"ct_9","77","CDI"
76807,1498,"C","O","CM","tr_6","462e",23782,"ct_9","77","CDI"
76808,1842,"C","O","GZ","tr_2","542b",26740,"ct_9","77","CDI"
76809,1344,"C","O","HZ","tr_5","653a",13803,"ct_9","77","CDI"
76810,1845,"C","O","RZ","tr_6","543e",28244,"ct_9","77","CDI"
76814,1825,"C","O","QB","tr_5","526d",22532,"ct_9","77","CDI"
76815,1906,"C","O","MA","tr_6","388a",48732,"ct_9","92","CDI"
76830,1794,"C","O","GZ","tr_2","462e",24245,"ct_9","77","CDI"
76831,3000,"N","O","QB","tr_1","563a",22388,"ct_7","77","CDI"
76833,606,"C","O","IZ","tr_5","631a",4229,"ct_9","77","CDI"
76844,1820,"C","O","KZ","tr_6","376b",55858,"ct_9","75","CDI"
76851,1689,"C","O","QB","tr_2","434f",18363,"ct_8","92","CDI"
76853,1820,"C","O","FZ","tr_6","481b",37175,"ct_9","91","CDI"
76855,3000,"N","O","QB","tr_1","563a",22071,"ct_7","77","CDI"
76856,1938,"C","O","MC","tr_6","467a",34939,"ct_9","92","CDI"
76864,1743,"C","O","GZ","tr_1","462a",23186,"ct_9","77","CDI"
76865,1660,"C","O","NZ","tr_1","534b",20622,"ct_9","94","CDI"
76867,1823,"C","O","GZ","tr_3","643a",21518,"ct_9","77","CDI"
76868,1845,"C","O","QA","tr_6","451h",18552,"ct_3","93","CDI"
76874,3000,"C","O","GZ","tr_3","344d",78702,"ct_9","93","CDI"
76880,904,"C","O","IZ","tr_3","461d",12224,"ct_9","92","CDI"
76883,1827,"C","O","HZ","tr_3","451a",22472,"ct_9","77","CDI"
76887,1820,"C","O","PZ","tr_4","423b",27166,"ct_1","77","CDI"
76893,1615,"C","O","MA","tr_1","542a",30018,"ct_6","75","CDI"
76894,1806,"C","O","CA","tr_6","463c",36370,"ct_9","92","CDI"
76896,1553,"C","O","GZ","tr_1","554g",15498,"ct_9","92","CDI"
76897,1033,"N","O","TZ","tr_1","563c",9524,"ct_7","77","CDI"
76899,1825,"C","O","LZ","tr_4","472c",20410,"ct_9","75","CDI"
76906,1410,"C","O","GZ","tr_2","543g",32673,"ct_9","77","CDI"
76908,1665,"C","O","IZ","tr_2","636d",15353,"ct_9","77","CDI"
76917,374,"P","O","RZ","tr_6","465b",3634,"ct_9","77","CDI"
76920,920,"P","O","HZ","tr_5","466a",18660,"ct_9","77","CDI"
76923,1232,"C","O","PZ","tr_1","424a",12598,"ct_9","77","CDI"
76925,1022,"C","O","NZ","tr_1","634d",11476,"ct_9","77","TTP"
76930,1764,"C","O","KZ","tr_1","467c",26248,"ct_8","75","CDI"
76931,2062,"C","O","MA","tr_5","386c",42052,"ct_9","92","CDI"
76936,3000,"N","O","QB","tr_1","563a",26948,"ct_7","77","CDI"
76940,1151,"C","A","GZ","tr_6","543h",11089,"ct_9","93","APP"
76946,511,"C","O","SZ","tr_3","461e",4576,"ct_8","75","CDI"
76947,1668,"C","O","HZ","tr_2","641a",17857,"ct_9","77","CDI"
76948,1820,"C","O","GZ","tr_1","554a",15302,"ct_9","77","CDD"
76949,965,"P","O","RZ","tr_1","354g",15292,"ct_8","77","CDI"
76955,1708,"C","O","NZ","tr_3","543e",33226,"ct_9","75","CDI"
76958,1652,"P","O","SZ","tr_3","434e",16572,"ct_8","77","CDI"
76963,1826,"C","O","HZ","tr_3","333c",27823,"ct_9","77","CDI"
76965,1820,"P","O","NZ","tr_2","473b",37919,"ct_9","78","CDI"
76973,2162,"C","O","CM","tr_5","628b",44633,"ct_9","94","CDI"
76975,1574,"C","O","MA","tr_5","374b",44249,"ct_9","93","CDI"
76976,1461,"C","O","CL","tr_6","473b",55435,"ct_9","77","CDI"
76977,728,"P","O","QB","tr_3","526a",9006,"ct_8","77","CDI"
76978,875,"C","A","LZ","tr_2","463e",7381,"ct_9","75","APP"
76980,1704,"C","O","NZ","tr_6","534a",26596,"ct_9","93","CDI"
76985,1669,"C","O","QA","tr_6","543g",12940,"ct_8","75","CDI"
76996,1532,"C","O","NZ","tr_4","462e",19106,"ct_9","94","CDI"
77000,1880,"P","O","OZ","tr_5","333f",34311,"ct_2","45","CDD"
77004,1750,"C","O","FZ","tr_5","621b",22985,"ct_9","77","CDI"
77008,1552,"C","O","FZ","tr_2","681b",21444,"ct_9","77","CDI"
77009,1820,"C","O","PZ","tr_4","341a",31604,"ct_8","77","CDI"
77013,1916,"C","O","CA","tr_2","462b",18075,"ct_9","77","CDI"
77017,1961,"C","O","HZ","tr_3","641a",24814,"ct_9","77","CDI"
77022,1811,"C","O","HZ","tr_2","451a",25400,"ct_9","94","CDI"
77035,1670,"C","O","MA","tr_4","461d",19910,"ct_9","75","CDI"
77037,1607,"P","O","KZ","tr_6","467a",13188,"ct_9","77","CDI"
77039,1794,"C","O","GZ","tr_2","462e",24592,"ct_9","77","CDI"
77041,910,"P","O","JC","tr_1","388a",12218,"ct_9","77","CDI"
77045,910,"P","O","QB","tr_2","434b",13293,"ct_8","77","CDI"
77050,510,"C","O","KZ","tr_5","545c",7392,"ct_9","75","CDI"
77051,858,"N","O","NZ","tr_1","652a",12994,"ct_9","93","TTP"
77057,1148,"C","O","NZ","tr_6","543h",18061,"ct_9","92","CDI"
77060,1922,"N","O","QB","tr_0","563a",8289,"ct_7","77","CDI"
77062,1223,"P","O","NZ","tr_1","684a",11239,"ct_9","77","CDI"
77073,1260,"P","O","FZ","tr_1","543b",15338,"ct_9","77","CDI"
77082,1493,"C","O","QA","tr_1","526e",16752,"ct_9","91","CDI"
77086,1330,"N","O","TZ","tr_1","563c",19660,"ct_7","75","CDI"
77096,985,"C","X","GZ","tr_4","551a",5301,"ct_9","77","AUT"
77099,1470,"C","O","OZ","tr_6","344b",50055,"ct_8","94","CDI"
77108,1455,"P","O","QA","tr_6","525d",20010,"ct_3","77","AUT"
77113,1820,"C","O","HZ","tr_3","654b",23904,"ct_9","77","CDI"
77115,1643,"C","O","NZ","tr_6","534a",14073,"ct_9","93","CDI"
77120,1843,"C","O","GZ","tr_3","553c",34402,"ct_9","94","CDI"
77124,1736,"C","O","GZ","tr_5","542a",21084,"ct_9","77","CDI"
77125,1305,"C","O","HZ","tr_6","373b",39326,"ct_9","92","CDI"
77127,2044,"C","O","MB","tr_6","479b",27689,"ct_5","77","CDI"
77131,1820,"C","O","KZ","tr_1","467b",29234,"ct_9","75","CDI"
77134,1480,"C","O","GZ","tr_1","462c",31334,"ct_9","","CDI"
77136,1977,"P","O","GZ","tr_1","433d",30301,"ct_9","77","CDI"
77141,1471,"C","O","GZ","tr_6","554g",17087,"ct_9","93","CDI"
77143,1820,"C","O","HZ","tr_4","466c",24284,"ct_9","77","CDI"
77144,1748,"C","O","CJ","tr_6","473c",35747,"ct_9","94","CDI"
77150,1795,"C","O","QB","tr_1","434d",16126,"ct_8","94","CDI"
77151,1921,"C","O","GZ","tr_5","487a",34978,"ct_9","77","CDI"
77158,1249,"C","O","GZ","tr_4","543f",11985,"ct_9","91","CDI"
77160,2028,"N","O","TZ","tr_1","563c",29951,"ct_7","77","CDI"
77164,1809,"C","O","GZ","tr_2","551a",18404,"ct_9","77","CDI"
77169,1820,"C","O","NZ","tr_5","373b",52174,"ct_8","75","CDI"
77172,1820,"C","O","JC","tr_1","388c",37731,"ct_9","92","CDI"
77173,1990,"C","O","QA","tr_6","526a",22939,"ct_8","91","CDI"
77177,1820,"C","O","MB","tr_6","451e",26625,"ct_1","93","CDI"
77182,1820,"C","O","KZ","tr_6","376b",44747,"ct_9","92","CDI"
77186,1820,"C","O","QB","tr_4","526a",21210,"ct_8","77","CDI"
77190,1864,"C","O","HZ","tr_6","641a",20106,"ct_9","77","CDI"
77195,1992,"C","O","QA","tr_5","525d",23583,"ct_9","77","CDI"
77198,1091,"C","O","CC","tr_1","628g",19920,"ct_9","77","CDI"
77207,1457,"C","O","JA","tr_1","465b",20178,"ct_9","75","CDI"
77209,1819,"C","O","OZ","tr_6","523c",21425,"ct_2","77","AUT"
77215,1820,"C","O","PZ","tr_5","341a",35854,"ct_9","94","CDI"
77221,1843,"C","O","HZ","tr_6","676a",20276,"ct_9","77","CDI"
77223,1820,"C","O","OZ","tr_6","524b",28497,"ct_1","75","CDI"
77225,1831,"C","O","PZ","tr_5","341a",30264,"ct_8","93","CDI"
77227,1771,"C","O","NZ","tr_6","544a",22700,"ct_9","75","CDI"
77231,1820,"C","O","LZ","tr_6","461f",20201,"ct_5","77","CDI"
77245,779,"C","O","GZ","tr_1","554f",9542,"ct_9","94","CDI"
77247,1820,"C","O","QB","tr_4","525d",23282,"ct_8","77","CDI"
77250,1820,"C","O","HZ","tr_3","389a",56291,"ct_9","91","CDI"
77252,1810,"C","O","HZ","tr_5","451a",18831,"ct_9","77","CDI"
77253,1834,"C","O","GZ","tr_6","554a",27760,"ct_9","77","CDI"
77254,2111,"C","O","QB","tr_3","526a",25000,"ct_9","77","CDI"
77257,1820,"C","O","FZ","tr_5","461b",14158,"ct_9","94","CDI"
77265,1820,"C","O","CJ","tr_3","543f",30559,"ct_9","44","CDI"
77268,884,"C","O","KZ","tr_5","467d",11602,"ct_8","75","CDI"
77269,1825,"C","O","QB","tr_3","525d",25558,"ct_8","77","CDI"
77276,1833,"C","O","CH","tr_3","628g",27647,"ct_9","77","CDI"
77279,183,"P","O","GZ","tr_1","433d",3606,"ct_9","94","CDI"
77281,1113,"P","O","SZ","tr_1","562b",11827,"ct_6","77","CDI"
77290,1820,"N","O","GZ","tr_6","463e",34737,"ct_9","95","AUT"
77291,2080,"C","O","NZ","tr_6","461f",20818,"ct_9","78","CDI"
77293,1820,"C","O","QA","tr_6","431d",42906,"ct_3","77","CDI"
77323,1983,"C","O","MA","tr_1","372b",53672,"ct_9","75","CDI"
77326,1575,"P","O","FZ","tr_5","374d",49963,"ct_5","77","CDI"
77330,1547,"C","O","QA","tr_1","526b",16865,"ct_6","45","CDI"
77332,1775,"P","O","SZ","tr_4","435a",18740,"ct_8","93","CDI"
77335,1571,"C","O","QB","tr_4","525d",17620,"ct_8","77","CDI"
77339,1820,"C","O","QA","tr_1","542a",23345,"ct_8","77","CDI"
77340,1828,"C","A","HZ","tr_3","451a",19832,"ct_9","77","APP"
77351,1778,"C","O","MA","tr_4","373c",97684,"ct_9","94","CDI"
77354,1792,"C","O","JA","tr_2","352a",23186,"ct_9","77","CDD"
77355,1794,"C","O","QA","tr_5","526a",23189,"ct_8","75","CDI"
77356,2275,"C","O","QB","tr_6","563a",35916,"ct_2","77","AUT"
77361,1806,"C","O","DZ","tr_6","374c",51354,"ct_9","77","CDI"
77364,1888,"C","O","CH","tr_3","623a",24364,"ct_9","27","CDI"
77367,906,"C","O","QA","tr_3","432d",9162,"ct_3","77","CDI"
77368,1593,"C","O","FZ","tr_0","681a",26440,"ct_9","77","CDI"
77370,1481,"C","O","QB","tr_2","434g",19276,"ct_9","77","CDI"
77379,1498,"C","O","RZ","tr_6","353c",24910,"ct_9","77","CDI"
77381,1821,"C","O","HZ","tr_5","466c",26287,"ct_9","77","CDI"
77382,304,"C","O","FZ","tr_1","676a",6705,"ct_9","77","CDI"
77383,1802,"C","O","NZ","tr_6","373c",32528,"ct_9","75","CDI"
77385,1710,"C","O","HZ","tr_2","643a",15687,"ct_9","75","CDI"
77389,1446,"C","O","GZ","tr_0","373d",77587,"ct_9","77","CDI"
77391,1839,"C","O","EZ","tr_3","524c",20539,"ct_2","77","AUT"
77394,1230,"C","O","QB","tr_5","526d",17146,"ct_9","77","CDI"
77399,831,"P","O","FZ","tr_1","373c",20124,"ct_9","77","CDI"
77403,1820,"C","O","JA","tr_6","374b",32746,"ct_5","94","CDI"
77404,499,"C","O","NZ","tr_1","684a",5951,"ct_6","77","CDI"
77411,572,"C","A","FZ","tr_1","477b",3785,"ct_9","94","APP"
77413,1365,"C","O","IZ","tr_2","636d",16168,"ct_9","77","CDI"
77416,1771,"C","O","OZ","tr_3","451e",21085,"ct_8","77","CDI"
77423,1925,"C","A","GZ","tr_5","543g",19258,"ct_9","92","APP"
77427,1715,"C","O","HZ","tr_5","654b",34804,"ct_9","77","CDI"
77430,1820,"C","O","QB","tr_4","525c",18190,"ct_8","77","CDI"
77441,1950,"C","O","KZ","tr_1","545c",26285,"ct_9","94","CDI"
77446,1591,"C","O","GZ","tr_1","554d",16159,"ct_6","77","CDI"
77448,2049,"C","O","GZ","tr_3","462b",26287,"ct_9","94","CDI"
77450,700,"C","O","GZ","tr_3","534a",14616,"ct_9","75","CDI"
77451,543,"C","O","HZ","tr_6","389b",87129,"ct_9","93","CDI"
77452,2173,"C","O","NZ","tr_6","534a",22341,"ct_9","75","CDI"
77456,1684,"C","O","QA","tr_6","431f",34585,"ct_8","75","CDI"
77460,1773,"C","O","CG","tr_6","461e",31387,"ct_9","77","CDI"
77467,1491,"C","O","MA","tr_1","543b",18553,"ct_9","95","CDI"
77469,1863,"C","O","HZ","tr_5","652a",21594,"ct_9","91","CDI"
77486,1820,"C","O","JA","tr_6","388c",53123,"ct_9","75","CDI"
77487,1420,"P","O","RZ","tr_6","451e",35489,"ct_1","75","CDI"
77488,1456,"P","O","NZ","tr_6","534a",13527,"ct_9","93","CDI"
77495,1506,"C","O","PZ","tr_4","422e",12659,"ct_1","91","CDD"
77498,1680,"C","O","QA","tr_1","526b",16772,"ct_9","94","CDI"
77504,1666,"C","O","NZ","tr_1","673a",18034,"ct_9","94","TTP"
77512,489,"P","O","RZ","tr_1","424a",6890,"ct_8","91","CDI"
77514,2104,"C","O","HZ","tr_4","466a",43491,"ct_5","94","CDI"
77517,1632,"P","O","QA","tr_4","542a",28880,"ct_8","77","CDI"
77518,1433,"C","A","CA","tr_1","683a",5772,"ct_9","77","APP"
77522,1215,"C","O","QB","tr_4","525d",17483,"ct_8","77","CDI"
77523,1370,"C","A","GZ","tr_5","682a",13177,"ct_9","77","APP"
77526,1817,"C","O","KZ","tr_6","388c",65963,"ct_9","94","CDI"
77530,1773,"C","O","HZ","tr_5","641b",25025,"ct_9","77","CDI"
77544,637,"C","O","HZ","tr_3","652a",9439,"ct_9","93","CDI"
77549,1870,"C","O","QB","tr_4","526d",21528,"ct_8","77","CDI"
77550,257,"C","O","HZ","tr_3","643a",2275,"ct_9","77","CDI"
77553,1039,"C","O","GZ","tr_3","551a",9714,"ct_9","91","CDD"
77558,925,"P","O","QB","tr_4","525d",8090,"ct_9","77","CDI"
77568,2044,"C","O","KZ","tr_3","467a",25502,"ct_9","75","CDI"
77570,605,"C","A","GZ","tr_6","551a",2994,"ct_9","94","APP"
77572,1050,"C","O","SZ","tr_3","461c",27250,"ct_8","77","CDI"
77576,1846,"C","O","HZ","tr_3","333c",49660,"ct_9","75","CDI"
77582,767,"P","O","GZ","tr_1","554d",11265,"ct_9","77","CDI"
